Name,Tier,Points,PUUID
Reiner Braun#SNK,MASTER,327,7YwQt70QijPaS_Fdej-dBB3g8gd2die1McSQzZ8UnzBcjCjORij1wmr5ouF9OGIx5BRpTVCV772KbA
Dtownswag#NA1,MASTER,326,HutM_RRXmgfvp5h6i1E4FIeAiPvi0VTSkJWlJUjYjpfgoVnOwLWTjcv67IYvE5by9jgLDR9M6B8oGw
Archon#1738,MASTER,326,YP5-q_LY1JFqkpdp7hPr_HLqRmVKvDqKxbJnX0_Hfwh-CM6STZdMcP-eUZQoAkOG9BgTtqA08JTcXA
DUONG TRAN99#CUSUA,MASTER,326,wnrM52gA2xDklrvPqi6fVSBoh6IFT9i-8hC0jkwwNS_ac4uVU_w3sQdI95ZjC-fVvT9KKJPT3oiDZw
FVCK THE OPPS#GANG,MASTER,326,NdMLvFWGE2zCcawSaSL6-Nug0nXJShR-HADaSQLmvTM1XjcbdGiyY2zRlvbioSqQQIRxHiD0W3L4jA
Varyn Quinn#NA1,MASTER,326,uEkn9-e3j8TFzmQ4XVTv0sJ4YwbnR1RW-fNdgWorIi4IrdtjHKriP70Y4AlQuHjA2UMoPJGc1FRFKw
Laugh out CC#CC007,MASTER,325,jbCA7uFGW8HEIfI285yTatE2YcsrLis67t4o-uXK2AeDrmMwtycPVCyWtG_b6OI7Km0LKnh2baQlyA
Maybe I like you#NA1,MASTER,324,rkkHAKAuSCJlXOSX5z6mZdBArAPazF3jbK2h4yRo7OGyQD7R2GvYdCHJGYYQlMwHhkw1pcluazF1HQ
Mid Learner#000,MASTER,324,tWUYzWYE4H-OKjRMr8L-HfChQb2-k1mgKeRh37X0Nt_2pYcXhNLLBjT1ac0TG5dkxIaRyNTy-265RQ
Infextionz#NA1,MASTER,324,0rmbxODlQNQ22BYpcMxQlTf2QN_JqfXWN0oQljvZdOTmOP51tDVZ6Vc9kRj6GtpaWQm8O_WcbkSqVQ
gastón#sag,MASTER,323,t9vjveG01ag7y4XURXvrTxzXigcFQDDQ0COxoJiMzXCStSx-6kr7C0XVbDmjUa-fEgumVm_6NBl8Pg
vortex#5963,MASTER,323,hYfpdC-Xk3yjKtk-KbMg-WjMpnQ9eWuEhyiydahgnkNh-g235I38o2-MOIIyLRNLqUQd0Rl3w9r3-w
Kawaii Aruruu#Neko,MASTER,323,-RHPAveI1ucy9D4rOPpBmskGReC4XZGMl30cGX_PR0Blj9sYg46w58eniRE9BVmQLFjsF1Bu96kJ9w
yayale#CN1,MASTER,322,_edWekTul7NkUqUBEBmTeJOFYKuniar3DHVu9ilUNC1XzE4UHT84kT9ue81sJJOVth5zf4zPa-YoRg
Aeon Crystal#Tipsy,MASTER,322,-OuBP_-PNdV8oa1LMx6HFqUajO-niRCuwia8RY8wv4-g11lpKLXjmNJgE0q8R0TpLVWWcveW4UvMmA
RangerR#888,MASTER,322,cYKJ6t72jeAB2G9P9wXx8cUfQl6FDB9K_UPhSAPvNAQr2BucANc8TJ0aXb554gnsRd_-er4HIuieNQ
Ro00kie#NA1,MASTER,322,fX6OEjzGxJgXIDz1Cdc0-VHykFBfp1xe6NGk-iVzHt2VQYPrG02-PlW-CrUcj85ssayePIFVIvMVCw
Hunting Smurfs#Azir,MASTER,322,WWbFESSGcwcfXajOZewkR-fu3D8YMSt2MlTgOXmU6eiWMbNgpk2ah2UB_1z_pLeTNdad_wLE1m3OTw
A Jhintleman#NA1,MASTER,321,fHKlNoFk3bER5B9GMKCK948oEKKddIrLAhzCV0dEO79a4qDv_cCXPmRrIYutD41FAE24fwzLFMjYpA
washed at top#NA1,MASTER,320,JvzZfokider8taTmqzj4mkZFDHTDKmfCqmmmH1byn_h7nyT9hR3Fp3IVaCodYwEy6FQq3lj_mDLCLQ
xDwill#554,MASTER,319,dn8acB3iaRx8LQoRQEw7_Sma65chvFWojh4AbTho7phUdifw9_MjEWp-0OkZiHn3hBeIIobsJ53vuw
robin#mno,MASTER,319,PVKDtKArEK-Cwa6r7tB_tnKwq1CIcLErwzGIVNlEd3ZQfaemnKq8sPm412fLHpuE4NsmnvmGjUDmoA
DuckManPH#QUACK,MASTER,319,hbvtRmF_AOGAZJ4NXbF6-Kylgj8PpVfC6EaaM9TTeGaejDITL5mXW7GmI_g7Tb-YiOERhU5x93Ddww
南风知我意#0321,MASTER,318,U6nUzLlBVo5drXI_XEA82hjdheUSlAoUGtujo25Jqc2LiJJxvob0fLFctjmoZUYm-0lpgLxMe24RPw
Void#Void5,MASTER,318,h6_PBnz4BxCQ8T_ig6URjBcU7DUbPEafNLYH2uAbOv0W2iCugTsO_ZfwXJpdJk_bMwMcVR7L4watZQ
creating meta#deez,MASTER,318,HggB1O2gx9lSfEPSeYsgYK_xzultwAtaM5Yo3JQrmQKyBiXVTJQW957_NnWl7vsp3kCN5R6Tg1TdZA
Nukezz#supp,MASTER,318,Gc_8z0YSyuFunBzo7aW7dj88FRtsD-UibIGvt8s_Ca_WCTQ5sRDHdNvSyr5Bf50zD0bohEcEd_Fizw
improving#12345,MASTER,318,ctyOuYZZuQWmKcXNO9I2b85tX_5pb4RAB0MyzuUpk7qwnXR_OGyEPqbNsZfmWyiLooCJQhuR5-K70Q
Top Prodigy#NA1,MASTER,317,w6xkgRGY_c5uwIoHdjKpa69u_ycwlwVzT_LkRjHjGg5pqUQGAPbUhxgDA036XMS520T4YoaYXDws8Q
Gargoylez#goyle,MASTER,315,ExHLADvk6C45wgrqYCFzUewxl-ikuMc9UxAy2Y_1WN3FY3WudjbG1ZGU2qnPEB6mbajlL6Ksg2VUeQ
DUA LISSA#NYC,MASTER,315,zDoKfF4H8Y_4hwSNglidHQF1u0Ybch_pv0ULBlHiSl780zYroJA0j-vFOK3rW1qj8iqDW_7mbLg9Tg
MLV Bebsi#Pun,MASTER,315,KDL67bDf7XXT5djcR4gNIJD3h2PkViEXieVfFTRbtjbhDvsnJHFAU9Um1lQ14VQYSHZi44hrH6NgLQ
mightycrouse03#NA1,MASTER,315,UhDPwY4FmQ0h8iSH5zcnAYPibkn_zicJyfIqw067Xnrk1qxAcil9LqWOh3PpSxdWBM343d_-SgrmEQ
Karasmai#171XO,MASTER,314,BtBFxPOqtIb8LnWABgDayk2Ofmvcn1lYpmayg9XHxKN2GhL3av69C_TxRNjVHsTNqu6heWlHQhpuUA
Koby#USA,MASTER,314,jt4VrUH3g3-pBSSaK4r8J2i91yzC23SiYCUwbaelE39W1L1Ei-JiUAI-OFIE1dOH8MTrZ6G9lZ3xJA
mt e1#Korea,MASTER,314,6zQmkJDc_FBz4Z7M7HmKW7YdqWqN1vfTu1434YNbS3O-u-AfLum75kyyM-ryoPFSrUT0lkDefANLMg
Ryoad#999,MASTER,313,VoIOY2QME4DZP1zxxrcRYKv2IaDi8FOconqUUJglb_F5vXLDxgO25at436TwvtcFM_lum3S4DYjn8Q
ImSoLonelyNeedGF#75117,MASTER,313,3UAQb8cfV0pwpIV2pPuXEW5Hw7WD6TCd5hos4PYZh3bjhowRV82J1eGdzvFieu0VCNZP6rfdOUdXJw
Purgance#NA1,MASTER,312,ntGrPSgNCsHW3jUTcqMBfpxXKmaWe4cgJMG1fEVDdQ_-3yZrwYBIDA55PC2GO4gyGFudhiFTOuTZiw
도 넛#메이커,MASTER,312,-LqJUVJzhFFOCIVRT-mQYHHRH4ojxhx2AQhmWfuHkLoO9WUJYEYCSDmpH3TUt4NonUh9M4tUvvNwmw
La Flame#lynn,MASTER,311,ZDZlqo20Zv4QblqaZ1uDB305gSZnJMvQh01YexTU3ko4H9ybWUQUZG43HhT7lQ6N3WeDrTFZ3Q2_Bg
shou#bee,MASTER,311,CrK0RMqFRHZIOfdVZKE201-ca4t_pBv7UXDR9lK0zgWdrGG2YokbAg4H9z0aNhvTYoVxiGdJA9iwIg
angycroc#클로버,MASTER,310,8rlbHulkjh84sImRIX6z2kFmIlRdpGggEroIgTu9xrMVWi420xAwe6Hbnctet5DSYHChiqCmDTDtRA
ttvPetriciteLoL#NA2,MASTER,310,D6NrviYW-mCHJ1Zlk4BXu9d-G146R230zCgrNwQljHBE1Aqtynk7rVyzkWFyV6P6iBc9BeggGSmMkw
Cream#K den,MASTER,310,WKcEsa9QBX09S5danqmdleo-VoBBsCwlpplQvm1AW036DJNJOus9PnRc3DnZE5aBJa0Hzofgy3kO9Q
YsabellaLouise#meow,MASTER,310,W4OSrmTujcbdp_ilTd4eVFXc7S55_nnJ-WeyxjfeEjMAJmpxdFgEl7OuGbAZrLA2gvWkNO58Ea-Ksg
Kodeki#みぞかみ,MASTER,309,4LJxc0IOllrSI4h-SvK5t6lzvYIrpWxVPNv_34InwR4MXLXwBJKNULdOEQYiP6fGzslVEeEhNDjIgw
Yabyinda#lovie,MASTER,309,4GhnPSzBSGvFOsMla-v-sQwI9nVZZoQUX0nkIm8j9s6HJMFM01MrLwPi0gN-1ej7cvsa0cUdfnmJnw
Washed Boomer#NA1,MASTER,309,moLOerAlN53jwsc-BmMokAMX1E3iPJhibgMb9SKQOl24Hu2otXIv2a2YPZ9V5l4oiB5glenjajz5Yg
Anthony Clifford#NA2,MASTER,309,wWpLND2fjCBLPGotLg3Ylu46jjkOT2F_gDCmm9stCNDsmYnJMr3ta5ZkkmTyxFe7kVZ63jfqT5yjyQ
gumbee power#NA1,MASTER,307,u4mHrvjp25jX6DjUMqCBXlcj7t6srdmusFWqELb2wj3sIh0z_23WQEZDy61wgYN7wR1dGOWh5JzawA
Velvet#HUG3,MASTER,307,d4awdjj4qOllghIu6rD4W27_lQ0r17VWuME8CiFduCNlMxp9U9dwLwsxawJMzZXOYkcsefcRMpM2BA
ffxdz#NA11,MASTER,307,sI_qewyFcbROImVikTnQP_Vwcw6IDpxCXUCZFUmS3ayG3amNOFZNYTyFZBjpbEsPGA1VvIeS9dtgBw
ThePresentation#NA1,MASTER,307,zMzPSmSVRzBRbKu9L_2pR3r4IMRkFwpAjb-TwvGTztcAoBJTxBX90ssFT4dxd6aHDBRxeSNWBUTF7g
GoldHickory#TWTV,MASTER,307,3tJUIQi7iIR6qzOrULRsGno64vB9TVX7cEwFbGG3bBrteWgk3CzFH0nS_U657ruLJQF9GJqOnzr98A
Tokepi#NA1,MASTER,307,4li8svdvd36p_g3UhYUjWteSLO_EpjSzgnS4pPtRpjGjKoqpY-WmKR83c1LqL1gaSZoCWNAaFOEspg
ninsant#DTM,MASTER,306,DDDphBNd6ojA2TFBVelXdQ5u3SXN38e6NeDHfGvOjp72oTqU2qhQm3fClOCMyKAb0DlFhDVx_qP4Pg
비비고 왕교자#클로버,MASTER,305,lzqZviL8MpD6ClV3EU7PqspBvT21PAYcRpdRIxYFbiNs9EmwDoT9Z6AUHJBKypzHZna3jckWSH3PRA
Xiao Bai#carry,MASTER,305,yVA3tWhOJ_VQwDutWgioG02DONOwH-A1vzqObZo4Jg3xBTEEBVA1wqWrijiHmbpIkydcKLxRLWzqww
上上签#0000,MASTER,305,lEp5GttuDp2yH5aBBZLAoCJTK8P8Ozp-O-A7Jrjltqg4vlVpR3mnefJRytKnoqlDUu7dRaurj-1JSw
ningning fan#1167,MASTER,304,Y4gB3-IRz112sCKqFvMoRBG3sfQ2Wp_kgIlTBjmgwepVsG8uqJXX2R4AXh6DHNBMTEArWXejIVkieQ
TV Zileanaire#NA1,MASTER,304,GbhTdbty51Bu9b9WVtw4fiBEDoncw4yIJyLtlxkqC8J9gYEFg3feddGJWOpg2ONCPTj6IMpboseHHg
Faelyn#1337,MASTER,302,Sgnb4VJC1cD8QwKtoevzCF4fuVpkWljNw5qb02e1w--YzS4PMJojTaZxv3aRuiS0IgyQNeclOQnBZQ
Sudden#NA2,MASTER,301,qLfr35us2bbqI_8ZtpOm3G_mrzBkOrKTEJBttr6AoOZXwlnkrH5xc-cU3FuC8YD1u-LY45VitxiCMQ
See No Evil#APA,MASTER,301,R0HRMDlW02CnAE-b6bISHqfoAXoC_4gGSZ307W2XBTAR8CdGupnvhDvUP_IKmit8sbD2iRUUBnTKJg
Chlo xo#xoxo,MASTER,300,GoV7_pZyYsEqAJ-143E0ZLUrnCM4Gf6PpA_qgN0AEjkCksu8ikjbCPUnogubwvm7__bruEno3xJ7ww
AllusleepTTV#LOGIN,MASTER,300,vZVz349QeLGel4byy6apKJdES8Q1bPiVapZOv33iaHucfGioMNmioGp7-NMOCu5OkiePDHBlFuFBHQ
SinningnWinning#Salam,MASTER,298,P9nuDU8AmuJN9jMroF9QBzKYoSB2HtD061qL1ta-f6WsMNJBN-S9RhcdGJEJG_8pbVBTLa-kbaUFSA
Scibbles#Mac,MASTER,298,XL4EFkzKrY92jhpvGKLeaft-D2cal7rix9wABODRaEwAmStKwB3rkx57KlTEl-TXPZoVDmTRuCjsEA
trauma victim#soloq,MASTER,298,-4Cd-5N2f4GQjtRLgAlLIfOKykmfqucD-eqqJkz8a8og9Zb00guFfOP3cUUGQEVe0FZvNLQZXMG4Vw
mickey#スカイ,MASTER,298,IbpDVJXqrGa0VQKY14YrwofWL6PurG2U6D9gGuD_XEmLX-DOxvuzIG43lMdGKZypBEuS2IWeeIfRSw
Glass Ocean#NA1,MASTER,298,Q5C2Nte6CAjOBwf4fgcCEoJIxHGAdoCTbm2uZ7CNIk4KXJHBW0n5dXMpW9WFkQ1ipwZSeNEVmWmZHg
Mànco1#Teemo,MASTER,298,FmkamBPb6P0XEt7LJo6grlgeppSpaxR7b3Ru8MiK9Na_aLEenrOhbGOttMr_I73qL5tBjkJKnAuDqQ
Endeh#meow,MASTER,297,o27hQA47dEzkbx4CbUzZgpOYdaxilvmBLJ-_g3ung1NJUW43iNldByHe6HOH99rMNDngYXYFbNtLsg
MsTeemo#tomo,MASTER,296,t9hUqxnsqOUMB14M9p9ecgQP90H6clT62GvRyWsNHApouDrmHWtMEzaG3SE6VquH529fNR8WRumA3g
诺米么lodmemo#我要迪士尼,MASTER,296,VauKJ4fkZYezRycrB6GGrWYeYzXLT7wFIlsljGe6BM4seQjgDOHEvW-n7jFSNOYwriQ6E0bY46s7PA
NOREJOICE#NA1,MASTER,296,com5PsZdUIhsBxSasNqHVX-HbFocLvd26z60hk966-hKqKtqSZJPTEk65Q10v_a_BO3Ar7A_BAtSiQ
Minish in Lumby#RLS,MASTER,296,bP5UqNB9KxC2KARCFihEmXr4fW6vuqf1S6yHDNZmbw7gM5VvZLGZN_NZjgwXOdWtwW7CfrU8M0TATQ
Morelia#Saiko,MASTER,296,jqMcJrSQ-n_QbdLxjB_relDYfMWaIu0TuVXl3JQMH6CnXu3nfPNJx-zsr-uMNTYe7qpbKE1bA9wTdA
小超明亚托克斯#BOT,MASTER,295,PFYqVOnnLPV48ThK_Oq8BhVifdxyGE1vp0aD-mmHUAxuN1RwdXqlu_zYFrJalp6NSy1UIU53oq01kw
Vel Style #NA1,MASTER,295,T8dg8_URIvwtFvrZ9CJo7X3pTAIuNHDXEIApfTJCI4067MalBd4YToJW62OqZmcCUd6OROMMvm9x6Q
Sofie#rawr,MASTER,294,UpfBXLYvECaKanJDgbtM4thYYUitI9Vd3jOcyecZl2yHBSrtM67nYYoGWfnvjikqjfR4rB9zbkgJmA
连理枝#520,MASTER,293,PuSLA3zcNykZ4YObFg94tvTwpZYS93KvoMQ1my0ROewv6Er2PZetPxYEWBpcxpxleNouaS1W53kEYQ
Heisenberg#Walt,MASTER,293,SgnMU-UfEWCJz9H456Z94tykr2nabdLbZujeXUSWkSL1PW2ri1-TCC2bfCIGXkSsq2Xj-W-l2gAj7Q
Shøwme#NA1,MASTER,292,Ok9d_r2eFyO8dnt6wmDZRH-DXnpW37nPPl2y2JFI1m-VlNodIjtrwqDpiBGmnYN23YuRzrBUjlxotg
t d#1105,MASTER,292,_kTZfxR8E9f9SRwEp9rNpWxZQoznYqCIIfC8__bjWaYHuc9u1LuRATFfCKaWYDwzmRZJ0MdOqWvrOw
wistfully#S3RL,MASTER,292,Lxu8NCdGXQckMBdgHKmrYeZt6hrBXNSkz8ZLfiReeYhfCkE7VpUR60_-m0985EYQSB3kOOUlhSN23g
Carpetbagger666#NA1,MASTER,290,jF60yPXXEsV3n_hmzYtr385ZB2Yyr15dCgHHtwDc_YBZlGcFz1oL8gF5zqsDAhxxvePYI01U6qI8cg
TheePaint#YUMMY,MASTER,290,joQ9u_YSL-Vpkny3aKAp6l2wcBVPmPfsMpGJAYqVY1unvWn5TktfQbQWv5O6Ep3EeIdW6yIpsjKrXw
Nippi#ヒカリ,MASTER,290,13dM8I8mkjGD2_WUyURhTv9uiiCEnGsR9yIa-tNfs43jecaEL_Fz08UfA95vJuFe6nXp8QqEqPdCEA
Hooplie#NA1,MASTER,289,2HzZvrniAVGpmyGym58hz9Fsjl6pc6pe43RIzqS_UQWJ932_2SLGWfoMT3wicd89zRA28sp30yH6qw
iflex#6932,MASTER,289,V7Nq7PuRuM3riSSh5UIgJOZS43rkcxNsDMzPRRudbo1LbuJfdBSdHrPcXaF2wRVr7mW3TfWLNZjEuA
Truck Driver#LEE,MASTER,289,D28s_8gP7N-75KGFWOMtB-IzlDboEgsmFexD30ds6n0tOyxM9uGh0Vd-Lt2hCZi_hIEK5FWS3pbgxw
TWITCHTVDOUGZZZ#DOUGH,MASTER,288,ToC4Mrw-lF7lNpYs1ZYcglkmZoGKNrwy6e905AnIHVdPlbCIAG8oCKio5iPN7sBRByUl48kpLWdoqg
StrictlyBusiness#SB1,MASTER,288,qF5hDNdractHY-YvNs7-7xKNHQxv6XCObglrH3DKlAuSEFbdYkZHDMhZU7mtqOKl--7YohTq18n6ug
JoshNZX#NA1,MASTER,287,3Q0WqG8z1H6nbFw6v6kCsYt8OxVKVMvvVlzYdcBdeGOut-RajKvWZvdZhnd-aikVoGOOCnmCEv82Jw
thehollow1#ONE,MASTER,287,O7AAAsnLkeffayLT9M41bYsDrUiKEClEj8B-XiFmPPSagJwWfdQ68x7UetCGYyq7HZVFcv0rxn3U5w
うさぎ#烏薩奇,MASTER,286,SV2yMQAFBgweIv_ShgmF1SZtfeZjMpT5wfqDcfeYP1z8A0PjmpZ8NS2642PUDcl9-O2vW11oAzkeqw
Elysian#NA22,MASTER,286,GFfrLVDgnBosfUV4N_sl3kqx9zphNA-o5t22Gq9ldOF1xbtu3y1GucRej6me2634pMR7M2ZevmaKRw
tommysalami42#5857,MASTER,286,KzOY0_8zx3q8PPSPjdYxcCm7TWqDHDGbXo99VzCBnDUbrtkHI7kRRyECuiFwl3HlkMmp8IMmXcZHEA
FLAGGED 28420339#BABA,MASTER,286,EgMiwFCFOFByY56J_zyX5SQi8mvANFo4kJt_p-xQnmfimWWlG2QJbYt7DBJxKTCpx9VdgOYHv-Sbvg
Dark Signs#NA1,MASTER,286,1wQ3qjTZiXPRZq268aI-c8tGICsH4v6k6YmrkLluivvp4qwGvjeUTKCOEF7UyMdF7VAl6sCAO5fNfg
darklord70#NA1,MASTER,285,T1vXUjq8vViymVCA7Y8LFTJiaAul65svCWu4gJMmwJpxXx1gSeuU1gBtlt9RiifgYksX9xath_W9Ng
BoskETI#RVT,MASTER,285,bk3XkRuUF0FePeSGqem1gRR_Y0vC8O23AT4PAhbdOSdNNyeHcfVx3MlWAOHZ3fqop3_ow2D5S7jCnA
Annie Nim#001,MASTER,284,OFk0kZq9RQwinPS48ofuq33OVLjNq5DjNxULuL50PtzRapVv95QeLPuNGXnU7_-A5MgW6xbJ67k9qg
wesker#12345,MASTER,284,bl4l2dxq9kqjECcZOkQCBuJPIiWJz3QE03XHi9MtqINlY67sBtDrJ33Ukti-qnpdx0hBVyNkULEPTQ
Avers#NA1,MASTER,284,w-slFTWx9bafr3ZtZm2FnaubU0Qcv7NuUZMrynuYmLT7Cj9BLqgIR91UAKjEQDhbUzObeV6bUhA2gQ
death run#zdr,MASTER,284,akfCZnmIdg3XZMLkiQGklwO2Yr2u2kgn-oGS2-B9NFMZJBql4f3F5aa--WMlLbb8gfBNDfc-NuhVug
Spy#Apex,MASTER,284,Ub8Sx9XPmOD7pmlE-04lcUCqyrN0h-7jupZDPFzbQ8bfoFKb0I9-brWjEPY4eoT_PTl_aDLOSFW_Tg
Keddi#NA1,MASTER,284,ivxsNQGj3y5Ynx88Jc0Ao0z3SIWSWPSxSImr52f1Rt4Xj7-oBWNA_Iyg40B5jewtC1YE9NQr4Y1H1A
Sachaya#God,MASTER,283,s7mCg3FzhnbYrSDIor1GG4Fphh5qk_92ReQ4A5oKnpfZlgJeOxKY-lEeNLUV3DCO6ztgtFuamhIU3g
Xed#ANZ,MASTER,283,i0wpLJ9G2qP_LyRsQNIW12QHOoDLfxgucwGi-vXXhWmUEOqQ2pGuwSWkVe02tQFCha4pU0i15T_rIA
FRYST様#531,MASTER,282,-VSgGNGr0OQ-k_UoQebDlXw5znpuofqnbYXNhfvfPoL0e5bNfwQ0EMdgYhsytFQmQNshCOxYGKCFow
Taiychi Ud#NA1,MASTER,282,QqDMQpdzZscSUUqQmg-XoeS5DsEgAGt40qCIEcpMks_qQfgyn2YXfonE4ck1ItlZLhFm3b7ewFvSwg
mind palace#cncr,MASTER,282,9uQmHWX_KP-ehgAje4BhaKyEwwi3eElLfygQ4jZwcKTRSlJAQ2PDvocunlwi4US_93gEAFFrBigQTw
B1G Dino#NA1,MASTER,281,tvtKX0bmcOFtvKNzswG_DcrPS2aof7Gmv8uaHCvFsUY6xIQn4uwLSsumilmV3VJuA1zqOKASiosBLw
Kriffi#NA1,MASTER,281,je9CBLB861FMTOkAUwk3ESrR9Xt1Mycnl6KR4LPQOPRFH6B8nYNgx5HHs3QfZ6OY8csC_hi7AlqPmw
Doxa#BTC,MASTER,281,ydxkmWqALHLozMZjthIaUcNxNgOhac57nThsg3RhUlfVER6TLef_N1b-0JvcFokulhidlfCk0c2tAA
Rengar N Bush#6399,MASTER,280,nzF31y2ZrVBsTfo3w_R9siGLD5TSYNfga3Chhi9m_qeChM1WPnIfrvEMT8LnUFmRCJhsbdsGpjpBJA
梨花带雨#828,MASTER,280,59gfbJ1fkllhCbXMqdvaEHcur6-k01pmZveMBQK2KyQnArsSj7ZyJSVQKktI7A28XYF7uPYIx2R9Cw
Wisla#NA1,MASTER,280,C4UpT3Ij8xFUV5u3mYr-4XFh40DX_KHGSx7-SdB7mGViqfmve7qfDcQ6poKh1vEhk-nbIc6fq1HJVw
ice#7671,MASTER,280,XNRk8L1-_fQ6ttE5TtpP3oO2TGzPyx-Krbc7nAdcJm19unF-dowvmYCI-88Z0BqXjOlmSSmZYA3G8A
CAT GOES MEOW#NA1,MASTER,279,yMve48-1pOI6uQCd7MNLW2jfT5lDnl2RzAQXs9IXRex_QfdsiN9b_Mapft1qkvDC5Adm9dot2o8CGw
Zatanna#Rose,MASTER,279,LktgnnGA-tcdi6GNW8zq7ffsT9BBiIiimd9DJN2AwDuMQvuTzV9TUqlO3w_de0UgNo4SCePnuH2oyQ
One Nirvana#NA1,MASTER,278,i8eFMBsUWoHoOWu2J9SnTzJnMQRspZxVtbfh5CVzDxDdT2uXqX3iccjiQQki6sv2-4iweLAgZRKFRg
McD Drive Thru#NA1,MASTER,278,A7Gd7z1UsnslG6_3WAoCOw_2OUSCyPVxnuJsg7RKY0GJxsi9E64tNT6XO1wYp99RYaNYOnMeEcdu-A
queer loser#lol,MASTER,276,EFW0NiZeMefgvTHCDXcrfcdT2SipBAb93KXLS_PRR25194qrquUuCiFc9vtg-qxAr2ku0CKAPH74Bw
bok choy#NA2,MASTER,276,MRr8nieDL7Ydu5AijbxD36Cm6YVsI0GQ2JVk9GVhyDanbwtkabFwu4-rFgPOm5U-Qfh47JrCYoCfTg
freshy#cat,MASTER,275,Haf0cnRReTOZFNZrI5X39ucczTXN2Ybm0NTHuREz2UpvFzjF3Gviydyy5yGiJeOQdk1_YIZULDoJyg
m65#7544,MASTER,275,i89CrZyH1Dqud74qF0IV_d9RyY5MB4Qhw80OlZRLlA020rOwDtO9zVGC5raaMXn49FThGxMDw3WO0g
BlackChutney#NA2,MASTER,274,sPQxeNihQfpy_4tJyyzugytV4_mhNoGOKfKP9oFQpHOsCpJ_EUxQZyYUdJN5lhlm8Kg5-WgSWqnbpQ
Kaizer Morde#Death,MASTER,274,jae55wIufJLPZB_40Lo3qwJ1Zb4JAkSEevZhwRpuJliiT62IQgLGPvosL_ADVxt7t9W5EEU1jwMH6A
SoftReps#Reps,MASTER,274,qGejdNbJN2MGg74ioFiH5x03qjEFV9WseDD0AO6fQ_c4Hy55mf5owOYEBeJAab7E2SvnnRLx3ocnAw
ZÆTOZ#123,MASTER,272,AmPGMOc8hy4WFkk6GAjU4keQXkmvf1MuMPrykdqABXOsE6UXUieaxr2mzdTGgkKoG2Sjhw6KJ_qxkA
AleKSS#A117,MASTER,272,emIAIgU_sXgtNH3kBAJIDZHD5gEGSjydFfZ8A554k-f6YuXNpgBaloZLrFDvBSbsMjeFf4apqxKkPg
Igris#8100,MASTER,272,DR507C3MxzDTUdgjHRWtxaub9EzZfA2h4ojNTAkNfJaTyHKnLwob3CALd2T-Gjeto6SKzAAc4kj45w
Ahriin#NA1,MASTER,271,k6ZeNP-Um3S_IgM2IlLwKcoup_yTTZs_vAUx_hT2zi5k2a0rjFhWEgdy5KoKHEBQejXZ9N0IIBNSsQ
Boster#NA1,MASTER,271,Z3F2i3xG4opQTJw9gvBe8iXZiouDlW12d6qTmNz76zMLosu-0q-z60vFvPODplGpXM7ec-KsGRxXqA
kaze#0004,MASTER,271,WzDAwd8p35ppcdH48LnL8mUBBWUXRgY7hvVjNwg-mNqpkYe52RCG-iUlcXMH8fyoTN4lPWqJ2o44qA
fromchina1#NA1,MASTER,271,WHVSnu2Fnt6bDadMhpOEZmvN6KCql8c0fIgpb828PBjso4MwzqDzy0zfWZKbDrIERWwO6HBYcS9L_A
Leys#0930,MASTER,270,rAXwW4-3WT6BxHDYauEaJ6UqBCJW-MCeQ1Ub9SLqWZ4BBYBN1j63yBztq_AuR1pmjRnW1e1EH5yzYg
驾驭情绪#God,MASTER,270,Qzd4jp-x8CoFUxExATqBLH7FBeVDjFn4S-Vd6-zeQkw0P5xu3P7flg_HgrtvYpbQoEsDTMxfYDFe2Q
the stinkster#NA1,MASTER,270,gHQO4zft9yL6Q2VxMTL3vCLuBpWRJ5pDYN6k8cB-YGspPaa-E1h4XeSuSRkFjIMXxlIIQSv7h0-6gg
Fat Dream#NA1,MASTER,269,O0qY7nfa4WJoxu9vlRd04TNf8SRZ9So7Z3oRXKhGzzOugcsy1X0a8Rsm07pSWP_sTcyIUuM2Rz1eew
PhD#inmid,MASTER,269,lM0458zRSDKIr1B7v0_49Wd6GqCznVDQEPwSKWteLXSsZYFm4o0UmXrAIH4l9UPJ1X3HFOkmN5wSnQ
Ham#hamos,MASTER,268,zMzbnywh2fpj2doHAOsxbwvZnybQuR-mbVK8HKiZm8Z2CsJItoSDuf0W9tIxLM44WbcYqFiugyWnzw
Viya#IRON4,MASTER,268,L1slC0BhoTrYf6OxB0CWJq_rkFuakHsLd-8YhvXCI3hr7ZGoPhg05oiralHw7RMkiIWQfYEfj2RABQ
Arcsecond#NA1,MASTER,267,J7blX6W0Gk9IgLXaoe7WYs7cRpZ_HtwvaUsN0bKTw_fxT5mBtVjZCQbs7mr6IF16Rjr8K-hqHbxRjQ
YoRHa#0000,MASTER,267,FcZQg2QfXvyeGefX51kP-wJOPt5jst-tcAuIIEa8-rFGo8TNN1Hv2plALwNNbrGkIbOWqluiy2QsTw
Trevor#Jenny,MASTER,267,-a-e071-WWwvjo47G4iA6ptXA0fk2jIqS1ef0VAqacB2__nFw0pSR6Nk51f0EyI62kiL96AouzTUaA
Pusheens#NA1,MASTER,267,NMvgd80Vna1I7GY4wR77iFC5I3_WMut7FBodfO4stNjntwh6WrAcE-sZPbAu2OeA2wWIlmomvafUtw
